ScheduledInspectionDate,InspectionID,InspectionSearchID,PropertyType,PropertyID,PropertyName,PropertyStreetAddress,CityState,PropertyZip
2025-04-07 00:00:00,INSP-30887,30887,MFH,800213258,AUTUMNWOOD TERRACE,400 Autumnwood Dr,"TIFFIN, OH",44883
,INSP-34333,34333,MFH,800014778,AVENUE W,2324 W 11TH ST,"Brooklyn, NY",11223
2025-08-12 00:00:00,INSP-33096,33096,MFH,800009898,AVON TOWERS,435 S LIVERNOIS RD,"ROCHESTER, MI",48307
2025-07-21 00:00:00,INSP-33218,33218,MFH,800246986,AVONDALE,13101 Avondale Farms Dr,"FORT WORTH, TX",76052
2025-04-24 00:00:00,INSP-32435,32435,MFH,800000830,AZ Retirement Home,7310 E PALM LN,"SCOTTSDALE, AZ",85257
2025-08-28 00:00:00,INSP-32651,32651,PIH,NC009000022,Azalea Court,230 LINCOLN DRIVE,"FAYETTEVILLE, NC",28301
2025-07-09 00:00:00,INSP-32736,32736,MFH,800000475,Azalea Pointe,651 AZALEA RD,"MOBILE, AL",36609
2025-04-22 00:00:00,INSP-32179,32179,MFH,800224884,BAFFIN COURT,201 205-207 211-213 Thurbers Ave,"PROVIDENCE, RI",02905
2025-05-13 00:00:00,INSP-31928,31928,PIH,MD002000205,BAILEY SCATTERED SITE-PHASE I,709 East Eager Street 1st Floor,"BALTIMORE, MD",21215
2025-03-19 00:00:00,INSP-30889,30889,MFH,800215176,BAILEYS GROVE,5252 Bailey Center Dr SE,"GRAND RAPIDS, MI",49512
2025-06-04 00:00:00,INSP-32543,32543,PIH,CA008000125,Baker Street Village,1015  Baker Street,"BAKERSFIELD, CA",93305
2025-05-01 00:00:00,INSP-32391,32391,MFH,800014791,Baldwin Acres,4 BALDWIN AVE,"NORWOOD, NY",13668
2025-03-17 00:00:00,INSP-31042,31042,MFH,800022860,BALDWIN APTS,650 E PARK ST,"BALDWIN, WI",54002
2025-03-24 00:00:00,INSP-33807,33807,MFH,800018208,BALDWIN TOWERS,200 KNOEDLER RD,"PITTSBURGH, PA",15236
2025-08-27 00:00:00,INSP-32485,32485,MFH,800051155,BALTIMORE GARDENS,316 WEST BALTIMORE AVE,"LAS VEGAS, NV",89102
2025-07-17 00:00:00,INSP-31117,31117,MFH,800075842,Bancroft Senior,5636 Bancroft Avenue,"OAKLAND, CA",94605
2025-05-01 00:00:00,INSP-33144,33144,MFH,800034051,BANGOR DOWNS,3325 ALARIE DR,"BANGOR TOWNSHIP, MI",48706
2025-06-27 00:00:00,INSP-32534,32534,PIH,AL012000001,BANKHEAD/CARVER APTS,1005 Highway 69 South,"JASPER, AL",35501
2025-04-03 00:00:00,INSP-30612,30612,MFH,800007494,BAPTIST TOWERS,1014 S 2ND ST,"Louisville, KY",40203
2025-05-14 00:00:00,INSP-31924,31924,PIH,MD002000121,BARCLAY PHASE 1,2208 NORTH CALVERT STREET,"BALTIMORE, MD",21218
2025-06-03 00:00:00,INSP-32691,32691,PIH,OH029000002,Bardmoor/Bonniewood/Glenwood/Metro/Woodm,3526  Lake Avenue,"ASHTABULA, OH",44004
2025-04-23 00:00:00,INSP-32935,32935,MFH,800009575,BARKER MILL ARMS,143 Mill St,"AUBURN, ME",04210
2025-06-11 00:00:00,INSP-30530,30530,PIH,CO001000016,BARNEY FORD HEIGHTS,2024 Clarkson St Street,"DENVER, CO",80205
2025-04-01 00:00:00,INSP-32910,32910,MFH,800003265,BARNUM HOUSE,140 FAIRFIELD AVE,"BRIDGEPORT, CT",06604
2025-03-03 00:00:00,INSP-34203,34203,MFH,800019479,BARNWELL IV,1904 LEMON PARK DR,"BARNWELL, SC",29812
2025-05-02 00:00:00,INSP-30681,30681,MFH,800232056,Barringer Gardens,2741 Doctor Carver Rd,"CHARLOTTE, NC",28208
2025-05-06 00:00:00,INSP-31125,31125,MFH,800211774,Barrio Viejo,124 W 18th St,"TUCSON, AZ",85701
2025-05-21 00:00:00,INSP-33324,33324,MFH,800022864,BARTLEY MANOR,3920-A TOWER AVE,"Superior, WI",54880
2025-05-01 00:00:00,INSP-32361,32361,MFH,800011444,BATTLEFIELD TOWERS,1451 E Woodland St,"SPRINGFIELD, MO",65804
2025-06-30 00:00:00,INSP-31960,31960,PIH,NJ002002083,Baxter Park South,1 Wellington Way,"NEWARK, NJ",07103
,INSP-33608,33608,PIH,NJ002002221,BAXTER-CRANE,25  SUMMIT Street,"NEWARK, NJ",07103
2025-08-11 00:00:00,INSP-30566,30566,PIH,NJ002002018,Baxter-Crane-C,900 FRANKLIN  Street,"NEWARK, NJ",07103
2025-08-01 00:00:00,INSP-30567,30567,PIH,NJ002002020,Baxter-Krane-D,815 NO 6TH ST,"NEWARK, NJ",07107
2025-08-14 00:00:00,INSP-32913,32913,MFH,800008287,BAY COVE GROUP,59 STANLEY ST,"DORCHESTER, MA",02125
2025-08-13 00:00:00,INSP-33689,33689,MFH,800000157,BAY MINETTE ROTARY,2211 MCMILLAN AVE,"BAY MINETTE, AL",36507
2025-03-18 00:00:00,INSP-32703,32703,PIH,PA011000005,Bayard Homes,1524 Woodbine Street,"BETHLEHEM, PA",18017
2025-04-15 00:00:00,INSP-32976,32976,MFH,800222693,"BAYBERRY COURTS,",1838 Kingstown Rd.,"S. Kingstown, RI",02879
2025-03-12 00:00:00,INSP-30826,30826,MFH,800017804,BAYBRIDGE,183 Norman Avenue,"COOS BAY, OR",97420
2025-07-17 00:00:00,INSP-30624,30624,MFH,800012016,BAYOU ACRES,100 HollandeDrive,"METCALFE, MS",38760
2025-06-09 00:00:00,INSP-33166,33166,MFH,800007977,Bayou Galion,9600 Medger Evers Dr,"Mer Rouge, LA",71261
2025-02-21 00:00:00,INSP-32814,32814,MFH,800223935,Bayou La Batre VOA,12525 Irvington Bayou La Batre Highway,"BAYOU LA BATRE, AL",36509
2025-08-08 00:00:00,INSP-33996,33996,MFH,800000084,BAYSIDE APARTMENTS,1011 4th Avenue,"SEWARD, AK",99664
2025-03-06 00:00:00,INSP-34065,34065,MFH,800010008,BAYSIDE VILLAGE,6233 Center Rd,"TRAVERSE CITY, MI",49686
,INSP-31931,31931,PIH,MI077000001,BAYVIEW,415 SOUTH 4TH STREET,"Gladstone, MI",49837
2025-03-17 00:00:00,INSP-33325,33325,MFH,800022868,BAYVIEW APARTMENTS,418 West Ormsby St.,"OXFORD, WI",53952
2025-05-20 00:00:00,INSP-34309,34309,MFH,800256677,BAYVIEW REHABILITATION LLC,1219 Poplar Ave,"Superior, WI",54880
2025-08-13 00:00:00,INSP-33421,33421,MFH,800001086,Baywood Apartments,225 41ST ST,"OAKLAND, CA",94611
2025-04-17 00:00:00,INSP-32599,32599,PIH,IL056000003,BEACH HAVEN TOWER,730 Golfview Drive,"Round Lake Beach, IL",60073
2025-07-22 00:00:00,INSP-34014,34014,MFH,800017810,BEACON MANOR,3123 SE 8th AVE,"PORTLAND, OR",97202
2025-04-03 00:00:00,INSP-31049,31049,MFH,800013970,BEACON PLACE APTS,1440 SHERIDAN ST,"CAMDEN, NJ",08104
2025-06-17 00:00:00,INSP-33641,33641,PIH,OH015000058,Beacon Pointe Mixed Finance,155 HANOVER DRIVE,"HAMILTON, OH",45011
2025-05-15 00:00:00,INSP-30730,30730,MFH,800225083,Beam Homes,613 Mary Street,"FREDERICK, MD",21701
2025-02-18 00:00:00,INSP-33354,33354,MFH,800014802,BECKWITH ROAD,181 BECKWITH RD,"HENRIETTA, NY",14586
2025-03-25 00:00:00,INSP-32109,32109,MFH,800018219,BEDCLIFF APTS.,1718 BEDFORD AVE,"PITTSBURGH, PA",15219
2025-06-12 00:00:00,INSP-32304,32304,MFH,800070301,Beebe Elderly,100 Crepe Myrtle Drive,"Beebe, AR",72012
2025-03-05 00:00:00,INSP-30719,30719,MFH,800211512,BEECHTREE COMMONS,6460 Leechburg Rd,"VERONA, PA",15147
2025-06-09 00:00:00,INSP-33634,33634,PIH,OH004000211,BEECHWOOD,330  FOREST Avenue,"CINCINNATI, OH",45229
2025-03-31 00:00:00,INSP-30781,30781,MFH,800247503,BEECHWOOD GARDENS,572 Whalley Ave,"NEW HAVEN, CT",06511
2025-05-12 00:00:00,INSP-32596,32596,PIH,IL048100120,BEL AIRE TOWERS AND WEST,109 S DIVISION Street,"DU QUOIN, IL",62832
2025-06-25 00:00:00,INSP-30718,30718,MFH,800112425,Belair Manor,5422 Belair Road,"BALTIMORE, MD",21206
2025-04-29 00:00:00,INSP-33183,33183,MFH,800020686,BELAIRE MANOR OF,1400 JULIE STREET,"MARSHALL, TX",75670
2025-03-18 00:00:00,INSP-32682,32682,PIH,NY063000002,BELL TOWER,15 N MAIN Street,"DUNKIRK, NY",14048
2025-06-20 00:00:00,INSP-31962,31962,PIH,NJ002003003,BelleMead Site,500 Broad Street,"NEWARK, NJ",07102
2025-04-11 00:00:00,INSP-30746,30746,MFH,800008304,BELLINGHAM SQUARE,28 WASHINGTON AVE,"CHELSEA, MA",02150
2025-03-18 00:00:00,INSP-30917,30917,MFH,800020690,BELLSHIRE II & III,907 BELLSHIRE DR,"CONROE, TX",77301
,INSP-30715,30715,MFH,800023542,Belmont Manor,5 Clark ST,"BELMONT, WV",26134
2025-07-14 00:00:00,INSP-31914,31914,PIH,MA012000012,BELMONT TOWER APT,11  LAKE Avenue,"WORCESTER, MA",01604
2025-03-20 00:00:00,INSP-30948,30948,MFH,800223958,BENEDICTINE MANOR,312 S Bridge St,"Jonesboro, AR",72401
2025-04-07 00:00:00,INSP-31088,31088,MFH,800225920,BENEDICT'S PLACE,206 Saint Marys Dr,"CHERRY HILL, NJ",08003
2025-03-21 00:00:00,INSP-33286,33286,MFH,800013531,BENN VIEW I,15652 N 4th St,"Bennington, NE",68007
2025-08-20 00:00:00,INSP-34389,34389,MFH,800001100,Bennett House,53 TAYLOR DR,"FAIRFAX, CA",94930
2025-04-07 00:00:00,INSP-32690,32690,PIH,OH004000317,Bennett Point,600 E. 12th Street,"CINCINNATI, OH",45202
2025-04-02 00:00:00,INSP-32558,32558,PIH,DC001002220,BENNING TERRACE,4450  G Street SE,"WASHINGTON, DC",20019
2025-03-31 00:00:00,INSP-33808,33808,MFH,800018230,Bentleyville Apts.,507 BENTLEYVILLE ROAD,"BENTLEYVILLE, PA",15314
2025-03-26 00:00:00,INSP-32434,32434,MFH,800251760,Bergenview,654 Bergen Ave,"JERSEY CITY, NJ",07304
2025-07-22 00:00:00,INSP-33526,33526,PIH,CT006000001,BERKELEY HEIGHTS,2  LAKEWOOD Road,"WATERBURY, CT",06704
2025-07-02 00:00:00,INSP-33893,33893,MFH,800009069,Berkshire Mews,32 First St,"PITTSFIELD, MA",01201
2025-04-09 00:00:00,INSP-32503,32503,MFH,800223917,Bernie's Blessing,442 Somerset Dr,"ROXBORO, NC",27573
2025-09-03 00:00:00,INSP-33894,33894,MFH,800009583,Berwick Meadows,9 Lord St,"Berwick, ME",03901
2025-09-08 00:00:00,INSP-33250,33250,MFH,800036220,BETHEL APARTMENTS,1810 GILBERT ST  # 18,"GEORGETOWN, SC",29440
2025-03-10 00:00:00,INSP-32958,32958,MFH,800022193,BETH-EL Court,153 Federal St,"SAINT ALBANS, VT",05478
2025-03-20 00:00:00,INSP-32782,32782,MFH,800020101,BETHEL HOUSING INC,1113 PERSIMMON RIDGE RD,"JONESBOROUGH, TN",37659
2025-03-28 00:00:00,INSP-34269,34269,MFH,800010774,BETHEL MANOR  I,910 Ash St,"ALEXANDRIA, MN",56308
2025-02-27 00:00:00,INSP-30695,30695,MFH,800018235,BETHEL ROAD HOMES,503 SCHICK RD,"ASTON, PA",19014
2025-07-21 00:00:00,INSP-32346,32346,MFH,800112156,BETHLEHEM HOUSING,8014 STATE ROAD 52,"HUDSON, FL",34667
2025-06-30 00:00:00,INSP-31963,31963,PIH,NJ002003004,BETTY SHABAZZ VILLAGE,190 Court St,"NEWARK, NJ",07013
2025-03-20 00:00:00,INSP-33052,33052,MFH,800019853,BICENTENNIAL,1212 S Lawson St,"ABERDEEN, SD",57401
2025-03-27 00:00:00,INSP-34390,34390,MFH,800001113,BIGBY VILLA,1329 E Rev Chester Riggins Ave,"Fresno, CA",93706
2025-04-15 00:00:00,INSP-33426,33426,MFH,800001261,BIJOU WOODS,3421 SPRUCE AVE APT 3,"SOUTH LAKE TAHOE, CA",96150
2025-07-30 00:00:00,INSP-33156,33156,MFH,800000522,BILLY V. HALL,1878 Limekiln Rd,"GRAVETTE, AR",72736
2025-02-24 00:00:00,INSP-31002,31002,MFH,800005214,BIRCH HOUSE,745 Pepper Dr,"Iowa City, IA",52240
2025-04-28 00:00:00,INSP-33400,33400,MFH,800221717,BIRCH HOUSING,2249 Como Park Blvd.,"LANCASTER, NY",14086
2025-04-09 00:00:00,INSP-30956,30956,MFH,800231842,Birch Lane,6468 Highway 67 South,"Haskell, AR",72015
2025-04-22 00:00:00,INSP-30564,30564,PIH,NC002000018,BIRCHWOOD / EASTWOOD,900 HAYNES STREET,"RALEIGH, NC",27604
2025-04-03 00:00:00,INSP-32271,32271,MFH,800223879,BIRCHWOOD PLACE,2670 Galewood St,"KETTERING, OH",45420
2025-03-03 00:00:00,INSP-34289,34289,MFH,800022877,BIRD CREEK/GRACE,638 Cummings Road,"WAUTOMA, WI",54982
2025-09-12 00:00:00,INSP-32135,32135,MFH,800003258,Bishop,1677 Post Rd,"Fairfield, CT",06824
2025-08-29 00:00:00,INSP-32159,32159,MFH,800013763,Bittersweet,12 Pleasant St,"NEW LONDON, NH",03257
2025-07-07 00:00:00,INSP-34266,34266,MFH,800221606,BIVINS VILLAGE,3201 Tee Anchor Blvd.,"AMARILLO, TX",79104
2025-04-11 00:00:00,INSP-33061,33061,MFH,800021568,BLACK HILLS,454 N VALLEY VIEW DR,"SAINT GEORGE, UT",84770
2025-04-18 00:00:00,INSP-33927,33927,MFH,800005734,BLARE TERRACE,239 PARK AVE,"WHEELING, IL",60090
2025-04-07 00:00:00,INSP-33313,33313,MFH,800010786,BLUE RIDGE,520 N GRANT ST,"BLUE EARTH, MN",56013
2025-05-12 00:00:00,INSP-33758,33758,MFH,800072091,BLUE RIDGE GROUP,170 Lloyd St,"Oneida, TN",37841
2025-02-18 00:00:00,INSP-33952,33952,MFH,800006565,BLUE RIDGE TERRACE,505  DAGLEY CT,"SHELBYVILLE, IN",46176
2025-03-03 00:00:00,INSP-33991,33991,MFH,800226125,BLUE RIVER,235 E Clingerman Street,"CHURUBUSCO, IN",46723
2025-03-24 00:00:00,INSP-30994,30994,MFH,800221231,B'nai B'rith,351 SW 3rd Ave,"DEERFIELD BEACH, FL",33441
2025-05-05 00:00:00,INSP-31123,31123,MFH,800112251,B'nai B'rith,4414 E 2nd St,"TUCSON, AZ",85711
2025-03-25 00:00:00,INSP-32317,32317,MFH,800003914,B'nai B'rith,255 SW 3RD AVE,"DEERFIELD BEACH, FL",33441
2025-08-07 00:00:00,INSP-32685,32685,PIH,OH002001100,Boardman Homes,321 Mathews Road,"BOARDMAN, OH",44512
2025-05-19 00:00:00,INSP-32839,32839,MFH,800018246,BOILING SPRINGS,201 Plaza DR,"BOILING SPRINGS, PA",17007
2025-03-17 00:00:00,INSP-34081,34081,MFH,800016292,BOLTIN APARTMENTS,162 Boltin ST,"DAYTON, OH",45403
2025-03-19 00:00:00,INSP-33795,33795,MFH,800009098,BOLTON NORTH,1600 W Mount Royal AVE,"BALTIMORE, MD",21217
,INSP-32575,32575,PIH,FL047000002,BONAIR TOWERS,1915  HALGRIM Avenue,"FORT MYERS, FL",33901
2025-08-01 00:00:00,INSP-32722,32722,MFH,800000167,BONNIE DOONE,100 Sandifer Road,"ATHENS, AL",35611
2025-07-21 00:00:00,INSP-33593,33593,PIH,MA012000022,Booth Apartments,1 Haven Ln,"WORCESTER, MA",01605
2025-02-25 00:00:00,INSP-32380,32380,MFH,800248684,Booth Brown Foyer,1471 Como Avenue West,"St. Paul, MN",55108
2025-03-25 00:00:00,INSP-33010,33010,MFH,800215507,BOOTH MANOR,2525 Illinois Ave,"COLUMBUS, IN",47201
,INSP-34218,34218,MFH,800217814,Bougainvillea,5 King Street,"Frederiksted, VI",00841
2025-06-03 00:00:00,INSP-32254,32254,MFH,800252950,Boulevard,6 W Babcock,"BOZEMAN, MT",59715
2025-03-17 00:00:00,INSP-34062,34062,MFH,800251409,Boulevard Avenue,1100 E Boulevard Avenue,"BISMARCK, ND",58501
2025-04-24 00:00:00,INSP-32415,32415,MFH,800016109,Bowen Manor,17 W Utica St # 25,"BUFFALO, NY",14209
2025-05-12 00:00:00,INSP-32586,32586,PIH,GA028000004,BOYD HOMES,308 Scruggs Street,"Waycross, GA",31501
2025-03-17 00:00:00,INSP-30896,30896,MFH,800000526,BRAD OF HOXIE,614 PINE ST,"HOXIE, AR",72433
2025-04-21 00:00:00,INSP-32275,32275,MFH,800000527,BRAD OF PIGGOTT,551 W MAIN ST,"PIGGOTT, AR",72454
2025-05-05 00:00:00,INSP-31856,31856,PIH,FL023034205,Bradenton Village,1401 3rd Street West,"BRADENTON, FL",34205
2025-04-14 00:00:00,INSP-33393,33393,MFH,800056110,Bradford Street,186 Bradford Street,"ALBANY, NY",12208
2025-05-05 00:00:00,INSP-31956,31956,PIH,NJ002002014,BRADLEY COURT,46 N MUNN Avenue,"NEWARK, NJ",07106
2025-06-17 00:00:00,INSP-32182,32182,MFH,800233950,BRADLEY ESTATES II,435 Bradley Avenue,"MERIDEN, CT",06450
2025-03-25 00:00:00,INSP-30749,30749,MFH,800008470,BRADLEY PROPERTIES,336 SHAWMUT AVE,"BOSTON, MA",02118
,INSP-34080,34080,MFH,800016257,BRANDYWINE PLACE,520 BRANDYWINE LANE,"XENIA, OH",45385
2025-03-03 00:00:00,INSP-30523,30523,PIH,AL077000010,BRANSCOMB,570 60th Street,"TUSCALOOSA, AL",35405
2025-04-15 00:00:00,INSP-33422,33422,MFH,800001125,BRAWLEY SENIOR,430 K ST,"BRAWLEY, CA",92227
2025-03-21 00:00:00,INSP-32816,32816,MFH,800232217,Breakthrough Phase,2130 Thurman Ln,"KNOXVILLE, TN",37920
2025-05-30 00:00:00,INSP-32293,32293,MFH,800020705,BRENHAM,600 Pleasantview Ave,"Brenham, TX",77833
2025-06-09 00:00:00,INSP-31854,31854,PIH,FL001000048,Brentwood Lake,"3189 Brentwood Blvd., Apt 101","JACKSONVILLE, FL",32206
,INSP-32723,32723,MFH,800000174,BRENTWOOD PARK,131 Broadway Avenue,"TALLADEGA, AL",35160
2025-06-25 00:00:00,INSP-34036,34036,MFH,800022370,BRENTWOOD TERRACE,21819 66th Ave W  C Building,"MOUNTLAKE TERRACE, WA",98043
2025-03-18 00:00:00,INSP-33355,33355,MFH,800014843,BRENTWOOD VILLAGE,95 SECOND AVE,"BRENTWOOD, NY",11717
,INSP-33707,33707,MFH,800004640,BRIARWOOD,701 Briarwood Ct,"WAYNESBORO, GA",30830
2025-03-25 00:00:00,INSP-34316,34316,MFH,800013960,BRICK CONSUMER,20 LONDON RD,"BRICK TOWNSHIP, NJ",08723
2025-07-22 00:00:00,INSP-33677,33677,PIH,TX158000001,BRICKHAVEN,"731 N 1st., POBox 417","MERKEL, TX",79536
,INSP-31829,31829,PIH,AR026000001,BRIDEWILL MANOR,123 Old Cherokee Rd. Street,"Morrilton, AR",72110
2025-02-19 00:00:00,INSP-33356,33356,MFH,800014853,BRIDGE HOUSE #7,13 W 103RD ST,"New York, NY",10025
2025-03-20 00:00:00,INSP-32255,32255,MFH,800009952,BRIDGE VILLAGE,591 Myrtle,"Sault Ste. Marie, MI",49783
2025-04-04 00:00:00,INSP-31050,31050,MFH,800013987,BRIDGETON VILLAS,9AF COTTAGE AVENUE,"Bridgeton, NJ",08302
2025-03-03 00:00:00,INSP-33979,33979,MFH,800112362,BRIDGEVIEW,7 Bridgeview Street,"BEARDSTOWN, IL",62618
2025-02-27 00:00:00,INSP-32424,32424,MFH,800112421,Bridgewater,416 Route 28,"BRIDGEWATER, NJ",08807
2025-04-15 00:00:00,INSP-33924,33924,MFH,800225977,BRIDGEWELL -,49 Coolidge Road,"DANVERS, MA",01923
2025-08-29 00:00:00,INSP-32181,32181,MFH,800232962,BRIDGEWELL INC -,28-30 Lewis Street,"LYNN, MA",01902
2025-08-21 00:00:00,INSP-32335,32335,MFH,800019496,"BRIDGEWOOD APTS.,",2209-A PERCIVAL RD,"COLUMBIA, SC",29223
2025-09-05 00:00:00,INSP-31983,31983,PIH,OH002000200,Brier Hill Annex,263  DUPONT Street,"Youngstown, OH",44510
2025-03-18 00:00:00,INSP-34122,34122,MFH,800000537,Brierwood,4 Douglas St,"Greenbrier, AR",72058
2025-04-04 00:00:00,INSP-30995,30995,MFH,800221266,BRIGHTER TOMORROWS,200 Peach Orchard Rd,"JEFFERSON, SC",29718
2025-08-11 00:00:00,INSP-33667,33667,PIH,SC056000007,BRIGHTON PLACE,1429  ORLEANS Road,"Charleston, SC",29407
2025-06-16 00:00:00,INSP-33215,33215,MFH,800222983,Bristol Place,305 Wesleyan Dr,"Bryant, AR",72022
2025-03-07 00:00:00,INSP-30592,30592,PIH,WI003000400,Brittingham Apartments,702  Braxton Place,"MADISON, WI",53715
2025-08-11 00:00:00,INSP-31887,31887,PIH,IL002144000,Britton Budd,501 W SURF,"Chicago, IL",60657
2025-07-22 00:00:00,INSP-33552,33552,PIH,GA003000002,BROADACRES HOMES,300 S. Rocksprings Street,"ATHENS, GA",30606
2025-08-22 00:00:00,INSP-32491,32491,MFH,800212970,Broadmoor Plaza,232 East 14th Street,"SAN LEANDRO, CA",94577
2025-04-02 00:00:00,INSP-31007,31007,MFH,800007142,BROADVIEW TOWERS,110 W 6th Ave,"Emporia, KS",66801
2025-04-03 00:00:00,INSP-32351,32351,MFH,800232315,BROADWATER PLACE,3615 37th St S,"St Petersburg, FL",33711
2025-05-06 00:00:00,INSP-34375,34375,MFH,800000835,BROADWAY,2440-A S MILL AVE,"TEMPE, AZ",85282
2025-04-28 00:00:00,INSP-30757,30757,MFH,800009590,Broadway North,372 Broadway,"Rockland, ME",04841
2025-04-30 00:00:00,INSP-32914,32914,MFH,800008337,BROADWAY RESIDENCE,181 BROADWAY,"SOMERVILLE, MA",02145
,INSP-33357,33357,MFH,800014859,BROADWAY TERRACE,182 N BROADWAY,"YONKERS, NY",10701
2025-09-09 00:00:00,INSP-32195,32195,MFH,800022894,BROOKDALE MANOR,1061 W. BLACKHAWK DR,"WHITEWATER, WI",53190
2025-04-17 00:00:00,INSP-32502,32502,MFH,800213110,Brooke's Place,624 East Street,"REIDSVILLE, NC",27320
2025-06-24 00:00:00,INSP-32186,32186,MFH,800005717,BROOKHAVEN,150 Greenhaven Ln.,"GURNEE, IL",60031
2025-07-01 00:00:00,INSP-33686,33686,PIH,WA024000001,BROOKHAVEN,150  4TH Street,"LANGLEY, WA",98260
2025-04-03 00:00:00,INSP-33791,33791,MFH,800003675,BROOKLAND MANOR,2400 14th Street  NE,"WASHINGTON, DC",20018
2025-05-20 00:00:00,INSP-33512,33512,PIH,AL047000051,Brookside,216 Seminole Drive,"HUNTSVILLE, AL",35805
2025-03-17 00:00:00,INSP-33038,33038,MFH,800017817,BROOKSIDE COURT,1623 NE Vine Street,"ROSEBURG, OR",97470
2025-05-14 00:00:00,INSP-32078,32078,MFH,800012906,Brookside Park,432 Shaw Ave,"Southern Pines, NC",28387
2025-05-01 00:00:00,INSP-34186,34186,MFH,800003944,BROOKSIDE SQUARE,200 72ND AVE N,"SAINT PETERSBURG, FL",33702
2025-03-13 00:00:00,INSP-41810,41810,MFH,800022432,Brookstone,13129 E VALLEY WAY,"Spokane Valley, WA",99216
2025-07-24 00:00:00,INSP-32804,32804,MFH,800211833,Brookvale Gardens,1201 Hoffman Avenue,"ETOWAH, TN",37331
2025-06-09 00:00:00,INSP-32268,32268,MFH,800212837,BROOKVIEW GARDENS,1051 BROOKVIEW DR,"Toledo, OH",43615
2025-04-07 00:00:00,INSP-31952,31952,PIH,NC073000001,BROUGHTON/MAPLE/PINEWOOD,101  HILLSIDE Drive,"OXFORD, NC",27565
,INSP-32645,32645,PIH,MS002000003,Brown Circle,50 Brown Circle,"LAUREL, MS",39440
2025-06-09 00:00:00,INSP-33717,33717,MFH,800007518,BROWNSVILLE MANOR,205 HOUCHINS FERRY RD,"BROWNSVILLE, KY",42210
2025-08-11 00:00:00,INSP-32971,32971,MFH,800215463,BRUSH HILL,47 Brush Hill Rd,"YARMOUTH, MA",02557
,INSP-32840,32840,MFH,800018268,BRY MARD APTS.,8630 BRICELYN ST,"PITTSBURGH, PA",15221
2025-03-05 00:00:00,INSP-31062,31062,MFH,800015112,Bryant Ave.,621 Bryant AVE,"BRONX, NY",10474
2025-09-02 00:00:00,INSP-34391,34391,MFH,800001138,Buchanan Park,1150 WEBSTER ST,"SAN FRANCISCO, CA",94115
2025-02-25 00:00:00,INSP-32724,32724,MFH,800000178,BUCK and RICE,215 BUCK AVE,"UNIONTOWN, AL",36786
2025-05-06 00:00:00,INSP-32017,32017,PIH,TX009000018,Buckeye II,2350 Keeler Street,"Dallas, TX",75215
2025-07-30 00:00:00,INSP-33115,33115,MFH,800016514,BUCKEYE MANOR,604 BEVERLY AVE,"CANAL FULTON, OH",44614
2025-03-24 00:00:00,INSP-33358,33358,MFH,800014880,BUCKINGHAM HALL,769 SAINT MARKS AVE,"Brooklyn, NY",11213
2025-02-21 00:00:00,INSP-33177,33177,MFH,800017577,BUENA VISTA,1901 COLLEGE AVE,"ALVA, OK",73717
2025-04-14 00:00:00,INSP-30552,30552,PIH,KY014000101,BURCKLEY HOMES,102  1014 Rosemont Avenue Circle,"DANVILLE, KY",40422
2025-04-15 00:00:00,INSP-30554,30554,PIH,LA006000006,BURG JONES LANE,2601  BURG JONES Lane,"MONROE, LA",71202
2025-08-21 00:00:00,INSP-31093,31093,MFH,800001145,Burke Manor,15-NORTH THIRD STREET,"ALHAMBRA, CA",91801
2025-05-05 00:00:00,INSP-34317,34317,MFH,800013998,BURLINGTON MANOR,100 N Burlington Rd,"Bridgeton, NJ",08302
2025-03-18 00:00:00,INSP-32720,32720,PIH,WI242000001,BURNETT CO LR,7350  MAIN Street E,"WEBSTER, WI",54893
2025-04-23 00:00:00,INSP-32710,32710,PIH,RI002000006,Burns Manor,401  MINERAL SPRING Avenue,"PAWTUCKET, RI",02860
2025-02-20 00:00:00,INSP-33071,33071,MFH,800022385,BUSH HOTEL,621 S Jackson St,"SEATTLE, WA",98104
2025-08-12 00:00:00,INSP-32152,32152,MFH,800009600,Butler/Payson,218 State St,"PORTLAND, ME",04101
2025-07-21 00:00:00,INSP-31837,31837,PIH,CA043000001,BUTTE COUNTY,2039 FOREST AVE,"CHICO, CA",95928
2025-09-08 00:00:00,INSP-34082,34082,MFH,800016326,BYRAM PROPERTIES,811 N HURON ST,"Toledo, OH",43604
2025-07-02 00:00:00,INSP-31972,31972,PIH,NJ015000002,C COLUMBUS GRDNS,460  8TH Street,"HOBOKEN, NJ",07030
2025-04-07 00:00:00,INSP-32210,32210,MFH,800005556,C STREET MANOR,410 C ST,"RUPERT, ID",83350
,INSP-33845,33845,MFH,800023557,Cabell-Huntington,600 6TH ST,"HUNTINGTON, WV",25701
2025-03-31 00:00:00,INSP-30669,30669,MFH,800213198,CAC OF Cleveland,831 Charles Road,"SHELBY, NC",28152
2025-03-17 00:00:00,INSP-32813,32813,MFH,800222552,CAC OF METROLINA,3139B Heathstead Pl Unit F,"CHARLOTTE, NC",28210
2025-04-08 00:00:00,INSP-34465,34465,MFH,800013041,CAC OF METROLINA,8936 SharonBrook Dr.,"CHARLOTTE, NC",28210
2025-04-07 00:00:00,INSP-32099,32099,MFH,800219877,CAC of Randolph,950 Sherwood Ave,"ASHEBORO, NC",27205
